Client ID,Client Type,Number of Customers,Montly Target,Zip Code,Calendardate,Amount Collected,Unit Sold,Campaign (Email),Campaign (Flyer),Campaign (Phone),Sales Contact 1,Sales Contact 2,Sales Contact 3,Sales Contact 4,Sales Contact 5,Number of Competition
ID-987361,Large Facility ,1760,95,1003,16-01-2014,21820548,156,0,0,0,0,0,0,0,0,Low
ID-987361,Large Facility ,1760,95,1003,16-02-2014,10228384,75,0,0,0,0,0,0,0,0,Low
ID-987361,Large Facility ,1760,95,1003,18-03-2014,20456764,147,0,0,0,0,0,0,0,0,Low
ID-987361,Large Facility ,1760,95,1003,18-04-2014,30685148,222,0,0,0,0,1612500,4837500,0,0,Low
ID-987361,Large Facility ,1760,95,1003,19-05-2014,34094608,246,0,0,0,0,1935000,3.87E+06,0,645000,Low
ID-987361,Large Facility ,1760,95,1003,16-06-2014,11933112,87,0,4026537.2,0,0,3225000,5160000,0,0,Low
ID-987361,Large Facility ,1760,95,1003,17-07-2014,23866224,171,0,4204561.5,0,0,1612500,4837500,0,322500,Low
ID-987361,Large Facility ,1760,95,1003,16-08-2014,18752032,135,0,1096500,0,0,2.58E+06,2902500,322500,0,Low
ID-987361,Large Facility ,1760,95,1003,16-09-2014,23866224,171,0,0,0,0,2257500,967500,0,0,Low
ID-987361,Large Facility ,1760,95,1003,16-10-2014,30685148,222,0,322500,0,645000,3547500,1612500,0,0,Low
ID-987361,Large Facility ,1760,95,1003,16-11-2014,44322988,321,0,4414939,0,967500,3547500,645000,0,0,Low
ID-987361,Large Facility ,1760,95,1003,17-12-2014,47732452,345,4615654.4,0,0,645000,2.58E+06,0,0,0,Low
ID-987361,Large Facility ,1760,95,1003,16-01-2015,47732452,345,0,0,0,2.58E+06,1612500,645000,0,0,Low
ID-987361,Large Facility ,1760,95,1003,16-02-2015,68189216,492,0,498800,0,3.87E+06,967500,0,0,0,Low
ID-987361,Large Facility ,1760,95,1003,18-03-2015,64779752,468,0,0,0,645000,1935000,3225000,322500,0,Low
ID-987361,Large Facility ,1760,95,1003,18-04-2015,75008136,540,0,5861975,0,0,322500,2257500,0,322500,Low
ID-987361,Large Facility ,1760,95,1003,19-05-2015,54551372,393,0,12957508.2,0,0,3225000,2257500,0,0,Low
ID-987361,Large Facility ,1760,95,1003,16-06-2015,75008136,540,0,5058795.2,0,0,3547500,2902500,0,0,Low
ID-987361,Large Facility ,1760,95,1003,17-07-2015,65802592,474,0,6217370,0,0,4837500,2257500,0,0,Low
ID-987361,Large Facility ,1760,95,1003,16-08-2015,84213680,609,0,6290900,0,0,3225000,5482500,0,0,Low
ID-987361,Large Facility ,1760,95,1003,16-09-2015,54551372,393,0,7643766,0,0,3547500,3.87E+06,0,0,High
ID-987361,Large Facility ,1760,95,1003,16-10-2015,75349080,543,0,4103275,0,0,3225000,2257500,0,0,High
ID-987361,Large Facility ,1760,95,1003,16-11-2015,81486112,588,0,7806865,0,0,3547500,4837500,0,0,High
ID-987361,Large Facility ,1760,95,1003,17-12-2015,92055440,663,0,0,0,0,645000,2.58E+06,0,0,High
ID-987362,Small Facility ,80,10,1003,16-01-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987362,Small Facility ,80,10,1003,16-02-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987362,Small Facility ,80,10,1003,18-03-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987362,Small Facility ,80,10,1003,18-04-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987362,Small Facility ,80,10,1003,19-05-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987362,Small Facility ,80,10,1003,16-06-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987362,Small Facility ,80,10,1003,17-07-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987362,Small Facility ,80,10,1003,16-08-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987362,Small Facility ,80,10,1003,16-09-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987362,Small Facility ,80,10,1003,16-10-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987362,Small Facility ,80,10,1003,16-11-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987362,Small Facility ,80,10,1003,17-12-2014,0,0,0,31175,0,0,967500,0,0,0,Low
ID-987362,Small Facility ,80,10,1003,16-01-2015,0,0,0,0,0,0,1.29E+06,0,0,0,Low
ID-987362,Small Facility ,80,10,1003,16-02-2015,0,0,0,1935000,0,0,967500,0,0,0,Low
ID-987362,Small Facility ,80,10,1003,18-03-2015,0,0,0,0,0,0,645000,0,0,0,Low
ID-987362,Small Facility ,80,10,1003,18-04-2015,0,0,0,0,0,0,1.29E+06,0,0,0,Low
ID-987362,Small Facility ,80,10,1003,19-05-2015,3409460,24,0,47945,0,0,967500,0,0,0,Low
ID-987362,Small Facility ,80,10,1003,16-06-2015,0,0,0,0,0,0,967500,0,0,0,Low
ID-987362,Small Facility ,80,10,1003,17-07-2015,3409460,24,0,0,0,0,967500,0,0,0,Low
ID-987362,Small Facility ,80,10,1003,16-08-2015,0,0,0,0,0,0,967500,0,0,0,Low
ID-987362,Small Facility ,80,10,1003,16-09-2015,3409460,24,0,0,0,0,967500,0,0,0,High
ID-987362,Small Facility ,80,10,1003,16-10-2015,0,0,0,0,0,0,967500,0,0,0,High
ID-987362,Small Facility ,80,10,1003,16-11-2015,0,0,0,0,0,322500,1.29E+06,0,322500,0,High
ID-987362,Small Facility ,80,10,1003,17-12-2015,3409460,24,0,0,0,0,322500,322500,322500,0,High
ID-987363,Medium Facility,5080,220,1003,16-01-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987363,Medium Facility,5080,220,1003,16-02-2014,3409460,24,0,0,0,0,0,0,0,0,Low
ID-987363,Medium Facility,5080,220,1003,18-03-2014,3409460,24,0,0,0,0,0,1935000,0,0,Low
ID-987363,Medium Facility,5080,220,1003,18-04-2014,3409460,24,0,1968970,0,0,0,1935000,0,0,Low
ID-987363,Medium Facility,5080,220,1003,19-05-2014,10228384,75,0,1319670,0,0,0,13545000,0,0,Low
ID-987363,Medium Facility,5080,220,1003,16-06-2014,6818920,48,0,0,0,0,0,14835000,0,0,Low
ID-987363,Medium Facility,5080,220,1003,17-07-2014,20456764,147,0,0,0,0,0,14190000,0,0,Low
ID-987363,Medium Facility,5080,220,1003,16-08-2014,23866224,171,0,146200,0,0,0,15157500,0,0,Low
ID-987363,Medium Facility,5080,220,1003,16-09-2014,13637844,99,1778480,0,0,0,0,12577500,0,0,Low
ID-987363,Medium Facility,5080,220,1003,16-10-2014,34094608,246,0,0,0,0,1935000,17092500,0,0,Low
ID-987363,Medium Facility,5080,220,1003,16-11-2014,27275684,198,0,3328200,0,0,967500,10965000,0,0,Low
ID-987363,Medium Facility,5080,220,1003,17-12-2014,40913528,294,0,1827500,0,0,645000,11610000,0,0,Low
ID-987363,Medium Facility,5080,220,1003,16-01-2015,23866224,171,0,0,0,0,4515000,10642500,0,0,Low
ID-987363,Medium Facility,5080,220,1003,16-02-2015,47732452,345,0,0,0,0,967500,12255000,0,322500,Low
ID-987363,Medium Facility,5080,220,1003,18-03-2015,47732452,345,0,0,0,0,3547500,15480000,0,0,Low
ID-987363,Medium Facility,5080,220,1003,18-04-2015,57960832,417,0,0,0,0,7095000,2902500,0,0,Low
ID-987363,Medium Facility,5080,220,1003,19-05-2015,44322988,321,0,0,0,0,10965000,645000,0,0,Low
ID-987363,Medium Facility,5080,220,1003,16-06-2015,54551372,393,0,5454679,0,0,13222500,1935000,0,0,Low
ID-987363,Medium Facility,5080,220,1003,17-07-2015,78417596,567,0,3354000,0,0,1.29E+07,2257500,0,0,Low
ID-987363,Medium Facility,5080,220,1003,16-08-2015,57960832,417,427781.2,3981275.4,0,0,12255000,0,0,0,Low
ID-987363,Medium Facility,5080,220,1003,16-09-2015,57960832,417,0,2846230.2,0,0,7740000,0,0,0,High
ID-987363,Medium Facility,5080,220,1003,16-10-2015,71598676,516,0,2517435,0,0,1.29E+07,645000,0,0,High
ID-987363,Medium Facility,5080,220,1003,16-11-2015,92055440,663,0,4774560.9,0,0,14190000,0,0,0,High
ID-987363,Medium Facility,5080,220,1003,17-12-2015,92055440,663,0,4383420,0,0,12577500,0,0,0,High
ID-987364,Small Facility ,720,25,1003,16-01-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987364,Small Facility ,720,25,1003,16-02-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987364,Small Facility ,720,25,1003,18-03-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987364,Small Facility ,720,25,1003,18-04-2014,0,0,0,0,0,0,967500,0,0,0,Low
ID-987364,Small Facility ,720,25,1003,19-05-2014,0,0,0,0,0,0,1.29E+06,645000,0,0,Low
ID-987364,Small Facility ,720,25,1003,16-06-2014,0,0,0,0,0,0,1.29E+06,645000,0,0,Low
ID-987364,Small Facility ,720,25,1003,17-07-2014,0,0,0,0,0,0,645000,1.29E+06,0,0,Low
ID-987364,Small Facility ,720,25,1003,16-08-2014,3409460,24,0,0,0,0,0,1935000,0,0,Low
ID-987364,Small Facility ,720,25,1003,16-09-2014,0,0,0,0,0,0,0,967500,0,0,Low
ID-987364,Small Facility ,720,25,1003,16-10-2014,6818920,48,0,0,0,0,0,1935000,0,0,Low
ID-987364,Small Facility ,720,25,1003,16-11-2014,3409460,24,0,0,0,0,0,967500,0,0,Low
ID-987364,Small Facility ,720,25,1003,17-12-2014,3409460,24,0,0,0,0,0,967500,0,0,Low
ID-987364,Small Facility ,720,25,1003,16-01-2015,6818920,48,0,0,0,0,322500,2.58E+06,0,0,Low
ID-987364,Small Facility ,720,25,1003,16-02-2015,0,0,0,0,0,0,645000,1.29E+06,0,0,Low
ID-987364,Small Facility ,720,25,1003,18-03-2015,6818920,48,0,0,0,0,322500,645000,0,0,Low
ID-987364,Small Facility ,720,25,1003,18-04-2015,3409460,24,0,0,0,0,0,645000,0,0,Low
ID-987364,Small Facility ,720,25,1003,19-05-2015,6818920,48,0,0,0,0,0,0,0,0,Low
ID-987364,Small Facility ,720,25,1003,16-06-2015,3409460,24,0,0,0,0,322500,645000,0,0,Low
ID-987364,Small Facility ,720,25,1003,17-07-2015,3409460,24,0,0,0,0,322500,645000,0,0,Low
ID-987364,Small Facility ,720,25,1003,16-08-2015,3409460,24,0,0,0,0,322500,645000,0,0,Low
ID-987364,Small Facility ,720,25,1003,16-09-2015,6818920,48,0,0,0,0,0,645000,0,0,High
ID-987364,Small Facility ,720,25,1003,16-10-2015,3409460,24,0,0,0,0,322500,645000,0,0,High
ID-987364,Small Facility ,720,25,1003,16-11-2015,6818920,48,0,0,0,0,0,0,0,0,High
ID-987364,Small Facility ,720,25,1003,17-12-2015,6818920,48,0,0,0,0,0,967500,0,0,High
ID-987365,Large Facility ,2640,130,1003,16-01-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987365,Large Facility ,2640,130,1003,16-02-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987365,Large Facility ,2640,130,1003,18-03-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987365,Large Facility ,2640,130,1003,18-04-2014,0,0,0,0,0,0,2.58E+06,1.29E+06,0,0,Low
ID-987365,Large Facility ,2640,130,1003,19-05-2014,0,0,0,0,0,0,1935000,322500,0,0,Low
ID-987365,Large Facility ,2640,130,1003,16-06-2014,0,0,0,0,0,0,3.87E+06,2257500,0,0,Low
ID-987365,Large Facility ,2640,130,1003,17-07-2014,0,0,0,0,0,0,3547500,5160000,322500,0,Low
ID-987365,Large Facility ,2640,130,1003,16-08-2014,0,0,0,855321.6,0,0,2257500,4837500,0,0,Low
ID-987365,Large Facility ,2640,130,1003,16-09-2014,3409460,24,4834455.6,0,0,0,1612500,6450000,0,0,Low
ID-987365,Large Facility ,2640,130,1003,16-10-2014,6818920,48,0,0,0,0,2257500,9030000,0,0,Low
ID-987365,Large Facility ,2640,130,1003,16-11-2014,3409460,24,0,229319,0,0,1612500,4837500,0,0,Low
ID-987365,Large Facility ,2640,130,1003,17-12-2014,0,0,0,0,0,0,967500,5160000,0,0,Low
ID-987365,Large Facility ,2640,130,1003,16-01-2015,3409460,24,0,0,3567950.8,0,322500,6772500,0,0,Low
ID-987365,Large Facility ,2640,130,1003,16-02-2015,0,0,0,0,0,0,3225000,5482500,0,0,Low
ID-987365,Large Facility ,2640,130,1003,18-03-2015,10228384,75,0,0,0,0,967500,6127500,0,0,Low
ID-987365,Large Facility ,2640,130,1003,18-04-2015,0,0,0,790254,0,0,1.29E+06,6450000,0,0,Low
ID-987365,Large Facility ,2640,130,1003,19-05-2015,3409460,24,0,2663635,0,0,4515000,4837500,0,0,Low
ID-987365,Large Facility ,2640,130,1003,16-06-2015,6818920,48,0,761753.6,0,0,3547500,7417500,0,0,Low
ID-987365,Large Facility ,2640,130,1003,17-07-2015,57960832,417,0,2828535.7,0,0,3547500,7095000,0,0,Low
ID-987365,Large Facility ,2640,130,1003,16-08-2015,34094608,246,0,3430350.8,0,0,2902500,4192500,0,0,Low
ID-987365,Large Facility ,2640,130,1003,16-09-2015,47732452,345,0,2796720,0,0,4515000,6772500,0,0,High
ID-987365,Large Facility ,2640,130,1003,16-10-2015,54551372,393,0,1105495.6,0,0,4515000,7740000,0,0,High
ID-987365,Large Facility ,2640,130,1003,16-11-2015,47732452,345,4102200,0,0,0,3.87E+06,1612500,0,0,High
ID-987365,Large Facility ,2640,130,1003,17-12-2015,54551372,393,0,4088268,0,0,6450000,4192500,0,0,High
ID-987366,Small Facility ,320,20,1003,16-01-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987366,Small Facility ,320,20,1003,16-02-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987366,Small Facility ,320,20,1003,18-03-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987366,Small Facility ,320,20,1003,18-04-2014,0,0,0,0,0,0,645000,0,0,0,Low
ID-987366,Small Facility ,320,20,1003,19-05-2014,0,0,0,0,0,0,1935000,0,0,0,Low
ID-987366,Small Facility ,320,20,1003,16-06-2014,0,0,0,0,0,0,1612500,0,0,0,Low
ID-987366,Small Facility ,320,20,1003,17-07-2014,0,0,0,0,0,0,1935000,322500,0,0,Low
ID-987366,Small Facility ,320,20,1003,16-08-2014,0,0,0,0,0,0,1.29E+06,0,0,0,Low
ID-987366,Small Facility ,320,20,1003,16-09-2014,0,0,0,0,0,0,1.29E+06,0,0,0,Low
ID-987366,Small Facility ,320,20,1003,16-10-2014,0,0,0,0,0,0,1935000,0,0,0,Low
ID-987366,Small Facility ,320,20,1003,16-11-2014,0,0,0,0,0,0,1.29E+06,0,0,0,Low
ID-987366,Small Facility ,320,20,1003,17-12-2014,0,0,0,0,0,0,1.29E+06,0,0,0,Low
ID-987366,Small Facility ,320,20,1003,16-01-2015,0,0,0,0,0,0,1.29E+06,0,0,0,Low
ID-987366,Small Facility ,320,20,1003,16-02-2015,0,0,0,0,0,0,1.29E+06,0,0,0,Low
ID-987366,Small Facility ,320,20,1003,18-03-2015,0,0,0,0,0,0,967500,0,0,0,Low
ID-987366,Small Facility ,320,20,1003,18-04-2015,0,0,0,0,0,0,967500,0,0,0,Low
ID-987366,Small Facility ,320,20,1003,19-05-2015,0,0,0,0,0,0,0,645000,0,0,Low
ID-987366,Small Facility ,320,20,1003,16-06-2015,0,0,0,0,0,0,322500,322500,0,0,Low
ID-987366,Small Facility ,320,20,1003,17-07-2015,6818920,48,0,0,0,0,322500,322500,0,0,Low
ID-987366,Small Facility ,320,20,1003,16-08-2015,6818920,48,0,0,0,0,0,645000,0,0,Low
ID-987366,Small Facility ,320,20,1003,16-09-2015,6818920,48,0,0,0,0,0,967500,0,0,High
ID-987366,Small Facility ,320,20,1003,16-10-2015,3409460,24,0,0,0,0,0,1.29E+06,0,0,High
ID-987366,Small Facility ,320,20,1003,16-11-2015,6818920,48,0,0,0,0,0,0,0,0,High
ID-987366,Small Facility ,320,20,1003,17-12-2015,3409460,24,0,0,0,0,0,0,0,0,High
ID-987368,Small Facility ,240,10,1003,16-01-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987368,Small Facility ,240,10,1003,16-02-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987368,Small Facility ,240,10,1003,18-03-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987368,Small Facility ,240,10,1003,18-04-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987368,Small Facility ,240,10,1003,19-05-2014,0,0,0,0,0,0,645000,0,0,0,Low
ID-987368,Small Facility ,240,10,1003,16-06-2014,0,0,0,0,0,0,645000,0,0,0,Low
ID-987368,Small Facility ,240,10,1003,17-07-2014,0,0,0,0,0,0,645000,0,0,0,Low
ID-987368,Small Facility ,240,10,1003,16-08-2014,0,0,0,0,0,0,645000,0,0,0,Low
ID-987368,Small Facility ,240,10,1003,16-09-2014,0,0,0,0,0,0,645000,0,0,0,Low
ID-987368,Small Facility ,240,10,1003,16-10-2014,0,0,0,0,0,0,645000,0,0,0,Low
ID-987368,Small Facility ,240,10,1003,16-11-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987368,Small Facility ,240,10,1003,17-12-2014,0,0,0,0,0,0,645000,0,0,0,Low
ID-987368,Small Facility ,240,10,1003,16-01-2015,0,0,0,0,0,0,645000,0,0,0,Low
ID-987368,Small Facility ,240,10,1003,16-02-2015,3409460,24,0,0,0,0,645000,0,0,0,Low
ID-987368,Small Facility ,240,10,1003,18-03-2015,0,0,0,0,0,0,645000,0,0,0,Low
ID-987368,Small Facility ,240,10,1003,18-04-2015,3409460,24,0,0,0,0,1.29E+06,0,0,0,Low
ID-987368,Small Facility ,240,10,1003,19-05-2015,0,0,0,0,0,0,645000,645000,0,0,Low
ID-987368,Small Facility ,240,10,1003,16-06-2015,0,0,0,0,0,0,1.29E+06,0,0,0,Low
ID-987368,Small Facility ,240,10,1003,17-07-2015,0,0,0,0,0,0,1612500,322500,0,0,Low
ID-987368,Small Facility ,240,10,1003,16-08-2015,0,0,0,0,0,0,1.29E+06,0,0,0,Low
ID-987368,Small Facility ,240,10,1003,16-09-2015,0,0,0,0,0,0,1.29E+06,0,0,0,High
ID-987368,Small Facility ,240,10,1003,16-10-2015,0,0,0,0,0,0,1.29E+06,0,0,0,High
ID-987368,Small Facility ,240,10,1003,16-11-2015,0,0,0,0,0,0,1.29E+06,0,0,0,High
ID-987368,Small Facility ,240,10,1003,17-12-2015,0,0,0,0,0,0,0,0,0,0,High
ID-987369,Large Facility ,1120,55,1003,16-01-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987369,Large Facility ,1120,55,1003,16-02-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987369,Large Facility ,1120,55,1003,18-03-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987369,Large Facility ,1120,55,1003,18-04-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987369,Large Facility ,1120,55,1003,19-05-2014,0,0,0,0,0,0,0,5805000,0,0,Low
ID-987369,Large Facility ,1120,55,1003,16-06-2014,0,0,0,0,0,0,3225000,3225000,0,0,Low
ID-987369,Large Facility ,1120,55,1003,17-07-2014,0,0,0,535350,0,0,0,7740000,0,0,Low
ID-987369,Large Facility ,1120,55,1003,16-08-2014,0,0,0,5662351.8,0,0,3225000,1935000,0,0,Low
ID-987369,Large Facility ,1120,55,1003,16-09-2014,0,0,0,1839153,0,0,645000,6450000,0,0,Low
ID-987369,Large Facility ,1120,55,1003,16-10-2014,0,0,0,0,0,0,0,7095000,0,0,Low
ID-987369,Large Facility ,1120,55,1003,16-11-2014,0,0,0,0,0,0,0,5482500,0,0,Low
ID-987369,Large Facility ,1120,55,1003,17-12-2014,0,0,0,5671652.7,0,0,1935000,3.87E+06,0,0,Low
ID-987369,Large Facility ,1120,55,1003,16-01-2015,15342572,75,0,305957.9,0,0,0,6772500,0,0,Low
ID-987369,Large Facility ,1120,55,1003,16-02-2015,75008136,540,0,0,0,0,0,6450000,0,0,Low
ID-987369,Large Facility ,1120,55,1003,18-03-2015,6818920,48,0,0,0,0,0,0,0,0,Low
ID-987369,Large Facility ,1120,55,1003,18-04-2015,6818920,48,0,0,0,0,0,2902500,0,0,Low
ID-987369,Large Facility ,1120,55,1003,19-05-2015,6818920,48,0,0,0,0,0,6127500,0,0,Low
ID-987369,Large Facility ,1120,55,1003,16-06-2015,-8523652,-24,0,0,0,0,0,6127500,0,0,Low
ID-987369,Large Facility ,1120,55,1003,17-07-2015,3409460,24,0,1360348,0,0,0,5482500,0,0,Low
ID-987369,Large Facility ,1120,55,1003,16-08-2015,3409460,24,1171750,0,0,0,0,1935000,0,0,Low
ID-987369,Large Facility ,1120,55,1003,16-09-2015,0,0,0,0,0,0,0,3225000,0,0,High
ID-987369,Large Facility ,1120,55,1003,16-10-2015,-5114192,-15,0,0,0,0,0,4515000,0,0,High
ID-987369,Large Facility ,1120,55,1003,16-11-2015,3409460,24,0,0,0,0,0,2257500,0,0,High
ID-987369,Large Facility ,1120,55,1003,17-12-2015,0,0,0,0,0,0,0,0,0,0,High
ID-987370,Medium Facility,3680,220,1003,16-01-2014,3409460,24,0,0,0,0,0,0,0,0,Low
ID-987370,Medium Facility,3680,220,1003,16-02-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987370,Medium Facility,3680,220,1003,18-03-2014,0,0,0,0,0,0,0,1.29E+06,0,0,Low
ID-987370,Medium Facility,3680,220,1003,18-04-2014,0,0,0,5231767,0,0,2.58E+06,3.87E+06,0,322500,Low
ID-987370,Medium Facility,3680,220,1003,19-05-2014,0,0,1119720,0,0,0,0,11287500,0,0,Low
ID-987370,Medium Facility,3680,220,1003,16-06-2014,0,0,0,0,0,0,645000,14190000,0,0,Low
ID-987370,Medium Facility,3680,220,1003,17-07-2014,3409460,24,0,120400,0,0,0,10642500,0,0,Low
ID-987370,Medium Facility,3680,220,1003,16-08-2014,3409460,24,1238400,0,0,0,0,9675000,0,0,Low
ID-987370,Medium Facility,3680,220,1003,16-09-2014,6818920,48,170280,0,0,0,967500,8707500,0,0,Low
ID-987370,Medium Facility,3680,220,1003,16-10-2014,3409460,24,0,0,0,0,0,10965000,0,0,Low
ID-987370,Medium Facility,3680,220,1003,16-11-2014,6818920,48,1473300.4,0,0,0,0,12577500,0,0,Low
ID-987370,Medium Facility,3680,220,1003,17-12-2014,15342572,75,288478.4,130612.5,0,0,0,13222500,0,0,Low
ID-987370,Medium Facility,3680,220,1003,16-01-2015,3409460,24,0,6758645.4,0,0,0,11932500,0,0,Low
ID-987370,Medium Facility,3680,220,1003,16-02-2015,10228384,75,0,0,0,0,0,9997500,0,0,Low
ID-987370,Medium Facility,3680,220,1003,18-03-2015,10228384,75,296936.5,0,0,0,0,3225000,0,0,Low
ID-987370,Medium Facility,3680,220,1003,18-04-2015,6818920,48,0,0,0,0,645000,16447500,0,0,Low
ID-987370,Medium Facility,3680,220,1003,19-05-2015,3409460,24,2645295.5,1632563.8,0,0,0,10642500,322500,0,Low
ID-987370,Medium Facility,3680,220,1003,16-06-2015,17047304,123,1203995.7,1787553,0,0,322500,14835000,0,0,Low
ID-987370,Medium Facility,3680,220,1003,17-07-2015,10228384,75,0,0,0,0,1612500,10965000,0,0,Low
ID-987370,Medium Facility,3680,220,1003,16-08-2015,10228384,75,427781.2,6654336,0,0,0,9030000,0,0,Low
ID-987370,Medium Facility,3680,220,1003,16-09-2015,30685148,222,0,0,0,0,0,10642500,0,0,High
ID-987370,Medium Facility,3680,220,1003,16-10-2015,29832780,249,0,942469.7,0,0,0,20317500,0,0,High
ID-987370,Medium Facility,3680,220,1003,16-11-2015,54551372,393,0,1789500.9,0,0,4837500,22252500,0,0,High
ID-987370,Medium Facility,3680,220,1003,17-12-2015,44322988,321,0,2243159.5,0,0,10320000,21285000,0,0,High
ID-987373,Large Facility ,1600,75,1003,16-01-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987373,Large Facility ,1600,75,1003,16-02-2014,3409460,24,0,0,0,0,1935000,967500,0,322500,Low
ID-987373,Large Facility ,1600,75,1003,18-03-2014,3409460,24,0,0,0,0,0,0,0,0,Low
ID-987373,Large Facility ,1600,75,1003,18-04-2014,0,0,0,0,0,0,1.29E+06,967500,0,0,Low
ID-987373,Large Facility ,1600,75,1003,19-05-2014,3409460,24,0,1601750,0,0,4192500,1.29E+06,0,0,Low
ID-987373,Large Facility ,1600,75,1003,16-06-2014,0,0,2008001.1,0,0,0,3.87E+06,1612500,0,0,Low
ID-987373,Large Facility ,1600,75,1003,17-07-2014,6818920,48,0,1392125,0,0,3.87E+06,2257500,0,0,Low
ID-987373,Large Facility ,1600,75,1003,16-08-2014,6818920,48,0,0,0,0,1.29E+06,2902500,0,0,Low
ID-987373,Large Facility ,1600,75,1003,16-09-2014,3409460,24,0,5286811.3,0,0,1.29E+06,2902500,0,0,Low
ID-987373,Large Facility ,1600,75,1003,16-10-2014,23866224,171,0,0,0,0,967500,4837500,0,0,Low
ID-987373,Large Facility ,1600,75,1003,16-11-2014,6818920,48,0,1713623.1,0,0,322500,2902500,0,0,Low
ID-987373,Large Facility ,1600,75,1003,17-12-2014,6818920,48,0,2398755,0,0,1.29E+06,2902500,0,0,Low
ID-987373,Large Facility ,1600,75,1003,16-01-2015,3409460,24,0,4089880.5,0,0,645000,4837500,0,0,Low
ID-987373,Large Facility ,1600,75,1003,16-02-2015,3409460,24,0,0,0,0,1612500,2257500,0,0,Low
ID-987373,Large Facility ,1600,75,1003,18-03-2015,10228384,75,0,5977137.6,0,0,1.29E+06,2902500,0,0,Low
ID-987373,Large Facility ,1600,75,1003,18-04-2015,6818920,48,0,17982.6,0,0,1935000,4192500,0,322500,Low
ID-987373,Large Facility ,1600,75,1003,19-05-2015,6818920,48,0,2839148.1,0,0,1.29E+06,2.58E+06,0,322500,Low
ID-987373,Large Facility ,1600,75,1003,16-06-2015,3409460,24,0,0,0,0,2257500,3547500,0,322500,Low
ID-987373,Large Facility ,1600,75,1003,17-07-2015,6818920,48,0,2103775,0,0,2257500,3547500,0,322500,Low
ID-987373,Large Facility ,1600,75,1003,16-08-2015,3409460,24,0,2002230.5,0,0,1.29E+06,2.58E+06,0,0,Low
ID-987373,Large Facility ,1600,75,1003,16-09-2015,3409460,24,0,156356.6,0,0,1.29E+06,2.58E+06,0,645000,High
ID-987373,Large Facility ,1600,75,1003,16-10-2015,6818920,48,0,1175985.5,0,0,2.58E+06,3225000,0,0,High
ID-987373,Large Facility ,1600,75,1003,16-11-2015,3409460,24,0,492534.9,441377.8,0,967500,4515000,0,0,High
ID-987373,Large Facility ,1600,75,1003,17-12-2015,3409460,24,0,1207401.3,0,0,645000,2257500,0,0,High
ID-987375,Small Facility ,280,25,1003,16-01-2014,0,0,0,0,0,0,0,0,0,0,Low
ID-987375,Small Facility ,280,25,1003,16-02-2014,0,0,0,0,0,0,645000,0,0,0,Low
ID-987375,Small Facility ,280,25,1003,18-03-2014,0,0,0,0,0,0,322500,0,0,0,Low
ID-987375,Small Facility ,280,25,1003,18-04-2014,0,0,0,47300,0,0,1935000,967500,0,0,Low
ID-987375,Small Facility ,280,25,1003,19-05-2014,0,0,0,0,0,0,322500,3.87E+06,0,0,Low
ID-987375,Small Facility ,280,25,1003,16-06-2014,0,0,0,181743.8,0,0,322500,4515000,0,0,Low
ID-987375,Small Facility ,280,25,1003,17-07-2014,0,0,0,0,0,0,645000,2.58E+06,0,0,Low
ID-987375,Small Facility ,280,25,1003,16-08-2014,0,0,0,2805492,0,0,645000,3225000,0,0,Low
ID-987375,Small Facility ,280,25,1003,16-09-2014,0,0,123263.8,0,0,0,0,2902500,0,0,Low
ID-987375,Small Facility ,280,25,1003,16-10-2014,1704732,12,0,122335,0,0,645000,3547500,0,0,Low
